   Elapsed time	    ECG
       0:55.300	  0.155
       0:55.310	 -0.695
       0:55.320	 -0.670
       0:55.330	 -0.425
       0:55.340	 -0.175
       0:55.350	 -0.175
       0:55.360	 -0.155
       0:55.370	 -0.140
       0:55.380	 -0.125
       0:55.390	 -0.135
       0:55.400	 -0.100
       0:55.410	 -0.105
       0:55.420	 -0.075
       0:55.430	 -0.060
       0:55.440	 -0.015
       0:55.450	 -0.015
       0:55.460	  0.015
       0:55.470	  0.055
       0:55.480	  0.070
       0:55.490	  0.100
       0:55.500	  0.170
       0:55.510	  0.205
       0:55.520	  0.235
       0:55.530	  0.245
       0:55.540	  0.280
       0:55.550	  0.280
       0:55.560	  0.295
       0:55.570	  0.270
       0:55.580	  0.255
       0:55.590	  0.210
       0:55.600	  0.140
       0:55.610	  0.090
       0:55.620	  0.065
       0:55.630	  0.030
       0:55.640	  0.000
       0:55.650	 -0.010
       0:55.660	 -0.010
       0:55.670	  0.000
       0:55.680	 -0.015
       0:55.690	 -0.005
       0:55.700	 -0.025
       0:55.710	 -0.020
       0:55.720	  0.000
       0:55.730	 -0.010
       0:55.740	  0.000
       0:55.750	 -0.025
       0:55.760	 -0.050
       0:55.770	 -0.035
       0:55.780	 -0.035
       0:55.790	 -0.045
       0:55.800	 -0.055
       0:55.810	 -0.060
       0:55.820	 -0.070
       0:55.830	 -0.060
       0:55.840	 -0.075
       0:55.850	 -0.065
       0:55.860	 -0.075
       0:55.870	 -0.080
       0:55.880	 -0.075
       0:55.890	 -0.070
       0:55.900	 -0.080
       0:55.910	 -0.080
       0:55.920	 -0.085
       0:55.930	 -0.085
       0:55.940	 -0.100
       0:55.950	 -0.075
       0:55.960	 -0.090
       0:55.970	 -0.080
       0:55.980	 -0.110
       0:55.990	 -0.080
       0:56.000	 -0.085
       0:56.010	 -0.100
       0:56.020	 -0.085
       0:56.030	 -0.020
       0:56.040	  0.035
       0:56.050	  0.060
       0:56.060	  0.095
       0:56.070	  0.180
       0:56.080	  0.110
       0:56.090	  0.050
       0:56.100	 -0.010
       0:56.110	 -0.050
       0:56.120	 -0.170
       0:56.130	 -0.160
       0:56.140	 -0.190
       0:56.150	 -0.180
       0:56.160	 -0.200
       0:56.170	 -0.225
       0:56.180	  0.170
       0:56.190	  1.015
       0:56.200	  1.610
       0:56.210	  0.395
       0:56.220	 -0.505
       0:56.230	 -0.735
       0:56.240	 -0.520
       0:56.250	 -0.245
       0:56.260	 -0.180
       0:56.270	 -0.155
       0:56.280	 -0.170
       0:56.290	 -0.125
       0:56.300	 -0.145
       0:56.310	 -0.105
       0:56.320	 -0.105
       0:56.330	 -0.080
       0:56.340	 -0.075
       0:56.350	 -0.045
       0:56.360	 -0.035
       0:56.370	  0.000
       0:56.380	  0.020
       0:56.390	  0.060
       0:56.400	  0.070
       0:56.410	  0.130
       0:56.420	  0.160
       0:56.430	  0.205
       0:56.440	  0.240
       0:56.450	  0.255
       0:56.460	  0.235
       0:56.470	  0.250
       0:56.480	  0.255
       0:56.490	  0.245
       0:56.500	  0.215
       0:56.510	  0.155
       0:56.520	  0.115
       0:56.530	  0.060
       0:56.540	  0.035
       0:56.550	  0.010
       0:56.560	 -0.020
       0:56.570	  0.000
       0:56.580	 -0.025
       0:56.590	 -0.010
       0:56.600	 -0.005
       0:56.610	 -0.015
       0:56.620	  0.000
       0:56.630	 -0.005
       0:56.640	  0.000
       0:56.650	 -0.020
       0:56.660	 -0.030
       0:56.670	 -0.030
       0:56.680	 -0.035
       0:56.690	 -0.045
       0:56.700	 -0.060
       0:56.710	 -0.060
       0:56.720	 -0.060
       0:56.730	 -0.060
       0:56.740	 -0.080
       0:56.750	 -0.070
       0:56.760	 -0.080
       0:56.770	 -0.085
       0:56.780	 -0.065
       0:56.790	 -0.100
       0:56.800	 -0.115
       0:56.810	 -0.090
       0:56.820	 -0.095
       0:56.830	 -0.095
       0:56.840	 -0.090
       0:56.850	 -0.105
       0:56.860	 -0.090
       0:56.870	 -0.095
       0:56.880	 -0.100
       0:56.890	 -0.110
       0:56.900	 -0.090
       0:56.910	 -0.030
       0:56.920	  0.000
       0:56.930	  0.035
       0:56.940	  0.050
       0:56.950	  0.185
       0:56.960	  0.150
       0:56.970	  0.045
       0:56.980	 -0.020
       0:56.990	 -0.025
       0:57.000	 -0.115
       0:57.010	 -0.195
       0:57.020	 -0.190
       0:57.030	 -0.195
       0:57.040	 -0.190
       0:57.050	 -0.255
       0:57.060	  0.045
       0:57.070	  0.795
       0:57.080	  1.460
       0:57.090	  0.920
       0:57.100	 -0.260
       0:57.110	 -0.775
       0:57.120	 -0.605
       0:57.130	 -0.310
       0:57.140	 -0.170
       0:57.150	 -0.160
       0:57.160	 -0.155
       0:57.170	 -0.140
       0:57.180	 -0.135
       0:57.190	 -0.110
       0:57.200	 -0.120
       0:57.210	 -0.080
       0:57.220	 -0.075
       0:57.230	 -0.045
       0:57.240	 -0.025
       0:57.250	  0.000
       0:57.260	  0.025
       0:57.270	  0.060
       0:57.280	  0.090
       0:57.290	  0.125
       0:57.300	  0.165
       0:57.310	  0.210
       0:57.320	  0.230
       0:57.330	  0.245
       0:57.340	  0.275
       0:57.350	  0.270
       0:57.360	  0.255
       0:57.370	  0.235
       0:57.380	  0.210
       0:57.390	  0.145
       0:57.400	  0.110
       0:57.410	  0.065
       0:57.420	  0.020
       0:57.430	  0.000
       0:57.440	 -0.005
       0:57.450	 -0.030
       0:57.460	 -0.045
       0:57.470	 -0.035
       0:57.480	 -0.025
       0:57.490	 -0.015
       0:57.500	 -0.030
       0:57.510	 -0.020
       0:57.520	 -0.025
       0:57.530	 -0.025
       0:57.540	 -0.030
       0:57.550	 -0.040
       0:57.560	 -0.045
       0:57.570	 -0.050
       0:57.580	 -0.055
       0:57.590	 -0.060
       0:57.600	 -0.060
       0:57.610	 -0.060
       0:57.620	 -0.090
       0:57.630	 -0.095
       0:57.640	 -0.075
       0:57.650	 -0.090
       0:57.660	 -0.090
       0:57.670	 -0.090
       0:57.680	 -0.090
       0:57.690	 -0.085
       0:57.700	 -0.095
       0:57.710	 -0.110
       0:57.720	 -0.095
       0:57.730	 -0.115
       0:57.740	 -0.105
       0:57.750	 -0.105
       0:57.760	 -0.100
       0:57.770	 -0.095
       0:57.780	 -0.095
       0:57.790	 -0.040
       0:57.800	  0.010
       0:57.810	  0.010
       0:57.820	  0.065
       0:57.830	  0.170
       0:57.840	  0.110
       0:57.850	  0.020
       0:57.860	 -0.030
       0:57.870	 -0.050
       0:57.880	 -0.150
       0:57.890	 -0.215
       0:57.900	 -0.210
       0:57.910	 -0.210
       0:57.920	 -0.205
       0:57.930	 -0.260
       0:57.940	  0.015
       0:57.950	  0.750
       0:57.960	  1.475
       0:57.970	  1.040
       0:57.980	 -0.260
       0:57.990	 -0.770
       0:58.000	 -0.535
       0:58.010	 -0.260
       0:58.020	 -0.175
       0:58.030	 -0.175
       0:58.040	 -0.150
       0:58.050	 -0.145
       0:58.060	 -0.140
       0:58.070	 -0.135
       0:58.080	 -0.110
       0:58.090	 -0.090
       0:58.100	 -0.065
       0:58.110	 -0.045
       0:58.120	 -0.030
       0:58.130	  0.000
       0:58.140	  0.015
       0:58.150	  0.050
       0:58.160	  0.090
       0:58.170	  0.120
       0:58.180	  0.165
       0:58.190	  0.200
       0:58.200	  0.220
       0:58.210	  0.250
       0:58.220	  0.270
       0:58.230	  0.265
       0:58.240	  0.270
       0:58.250	  0.255
       0:58.260	  0.225
       0:58.270	  0.180
       0:58.280	  0.130
       0:58.290	  0.075
       0:58.300	  0.045
       0:58.310	  0.020
       0:58.320	  0.000
       0:58.330	  0.000
       0:58.340	 -0.005
       0:58.350	 -0.020
       0:58.360	  0.000
       0:58.370	  0.000
       0:58.380	  0.000
       0:58.390	 -0.005
       0:58.400	  0.000
       0:58.410	 -0.015
       0:58.420	 -0.010
       0:58.430	 -0.010
       0:58.440	 -0.030
       0:58.450	 -0.035
       0:58.460	 -0.045
       0:58.470	 -0.045
       0:58.480	 -0.045
       0:58.490	 -0.055
       0:58.500	 -0.065
       0:58.510	 -0.070
       0:58.520	 -0.085
       0:58.530	 -0.075
       0:58.540	 -0.080
       0:58.550	 -0.080
       0:58.560	 -0.085
       0:58.570	 -0.095
       0:58.580	 -0.080
       0:58.590	 -0.085
       0:58.600	 -0.090
       0:58.610	 -0.110
       0:58.620	 -0.070
       0:58.630	 -0.090
       0:58.640	 -0.095
       0:58.650	 -0.100
       0:58.660	 -0.095
       0:58.670	 -0.105
       0:58.680	 -0.070
       0:58.690	 -0.090
       0:58.700	 -0.085
       0:58.710	 -0.065
       0:58.720	 -0.030
       0:58.730	  0.050
       0:58.740	  0.025
       0:58.750	  0.105
       0:58.760	  0.175
       0:58.770	  0.110
       0:58.780	  0.025
       0:58.790	 -0.040
       0:58.800	 -0.035
       0:58.810	 -0.160
       0:58.820	 -0.175
       0:58.830	 -0.185
       0:58.840	 -0.170
       0:58.850	 -0.195
       0:58.860	 -0.230
       0:58.870	  0.130
       0:58.880	  0.995
       0:58.890	  1.620
       0:58.900	  0.470
       0:58.910	 -0.485
       0:58.920	 -0.715
       0:58.930	 -0.495
       0:58.940	 -0.210
       0:58.950	 -0.175
       0:58.960	 -0.150
       0:58.970	 -0.145
       0:58.980	 -0.125
       0:58.990	 -0.125
       0:59.000	 -0.115
       0:59.010	 -0.110
       0:59.020	 -0.080
       0:59.030	 -0.070
       0:59.040	 -0.025
       0:59.050	 -0.030
       0:59.060	  0.015
       0:59.070	  0.015
       0:59.080	  0.065
       0:59.090	  0.090
       0:59.100	  0.130
       0:59.110	  0.175
       0:59.120	  0.205
       0:59.130	  0.225
       0:59.140	  0.250
       0:59.150	  0.260
       0:59.160	  0.270
       0:59.170	  0.275
       0:59.180	  0.250
       0:59.190	  0.215
       0:59.200	  0.160
       0:59.210	  0.105
       0:59.220	  0.080
       0:59.230	  0.035
       0:59.240	  0.005
       0:59.250	  0.000
       0:59.260	 -0.010
       0:59.270	 -0.005
       0:59.280	 -0.010
       0:59.290	 -0.010
       0:59.300	 -0.015
       0:59.310	 -0.005
       0:59.320	  0.005
       0:59.330	 -0.005
       0:59.340	 -0.005
       0:59.350	  0.000
       0:59.360	 -0.015
       0:59.370	 -0.030
       0:59.380	 -0.025
       0:59.390	 -0.040
       0:59.400	 -0.025
       0:59.410	 -0.060
       0:59.420	 -0.050
       0:59.430	 -0.060
       0:59.440	 -0.050
       0:59.450	 -0.065
       0:59.460	 -0.070
       0:59.470	 -0.080
       0:59.480	 -0.075
       0:59.490	 -0.095
       0:59.500	 -0.075
       0:59.510	 -0.080
       0:59.520	 -0.075
       0:59.530	 -0.100
       0:59.540	 -0.075
       0:59.550	 -0.085
       0:59.560	 -0.085
       0:59.570	 -0.115
       0:59.580	 -0.080
       0:59.590	 -0.090
       0:59.600	 -0.110
       0:59.610	 -0.050
       0:59.620	  0.000
       0:59.630	  0.010
       0:59.640	  0.040
       0:59.650	  0.135
       0:59.660	  0.140
       0:59.670	  0.075
       0:59.680	 -0.005
       0:59.690	 -0.030
       0:59.700	 -0.075
       0:59.710	 -0.175
       0:59.720	 -0.185
       0:59.730	 -0.215
       0:59.740	 -0.180
       0:59.750	 -0.235
       0:59.760	 -0.135
       0:59.770	  0.325
       0:59.780	  1.180
       0:59.790	  1.595
       0:59.800	  0.050
       0:59.810	 -0.730
       0:59.820	 -0.705
       0:59.830	 -0.450
       0:59.840	 -0.185
       0:59.850	 -0.210
       0:59.860	 -0.155
       0:59.870	 -0.145
       0:59.880	 -0.125
       0:59.890	 -0.155
       0:59.900	 -0.105
       0:59.910	 -0.105
       0:59.920	 -0.080
       0:59.930	 -0.070
       0:59.940	 -0.010
       0:59.950	 -0.030
       0:59.960	  0.015
       0:59.970	  0.040
       0:59.980	  0.070
       0:59.990	  0.090
